,TransactionTrend,Account,FamilyMembers,Gender,long,Name,AvgMonthlySpending,merchantId,CreditScore,merchantType,Age,lat,amount,BalanceAmount,PreviousDaySpending,accountType,CreditLimit,accountNumber,transactionId,IncomeCategory,name,NrOfDebCards,Tel,CrmSegment,ShortTermCredit,NrOfCredCards,feature_1
878,Inc,230010751,4,F,19.0504007,Katona Soma,330487,1010,S,étterem,61,47.5050979,7472,602628,300012,MAESTRO,290000,3846 4310 7462 3038,5382376564,S,Tüköry,1,3680518934,NoTrans,Y,1,0.0
133,Inact,230010842,2,F,19.0504007,Veres János,569665,1010,XS,étterem,75,47.5050979,8066,423154,98781,MAESTRO,860000,2305 4242 1587 5041,5382375819,XXL,Tüköry,3,3680297434,Young,Y,1,0.0
1730,Inact,230010842,2,F,19.0504007,Veres János,569665,1010,XS,étterem,75,47.5050979,9984,423154,98781,MAESTRO,860000,2305 4242 1587 5041,5382377416,XXL,Tüköry,3,3680297434,Young,Y,1,0.0
1741,Inact,230010842,2,F,19.0504007,Veres János,569665,1010,XS,étterem,75,47.5050979,7053,423154,98781,MAESTRO,860000,2305 4242 1587 5041,5382377427,XXL,Tüköry,3,3680297434,Young,Y,1,0.0
285,Stab,230010937,2,N,19.0504007,Kis Hanna,621378,1010,S,étterem,38,47.5050979,8788,533414,198572,JCB,560000,2628 3408 6537 6581,5382375971,XL,Tüköry,2,3680725706,CreditAct,Y,1,0.0
186,Stab,230010937,2,N,19.0504007,Kis Hanna,621378,1010,S,étterem,38,47.5050979,3943,533414,198572,VISA,560000,9936 0608 9346 8686,5382375872,XL,Tüköry,2,3680725706,CreditAct,Y,1,0.0
1457,Inc,230011103,2,N,19.0504007,Orsós Alíz,299496,1010,M,étterem,20,47.5050979,3979,67209,58049,JCB,380000,8988 8878 4206 7564,5382377143,S,Tüköry,2,3680494786,Pension,Y,2,0.0
660,Inc,230011103,2,N,19.0504007,Orsós Alíz,299496,1010,M,étterem,20,47.5050979,6537,67209,58049,JCB,380000,8988 8878 4206 7564,5382376346,S,Tüköry,2,3680494786,Pension,Y,2,0.0
1205,DecDec,230010819,5,N,19.0504007,Balla Petra,625113,1010,NO,étterem,31,47.5050979,4900,674724,259901,DINERS,530000,3670 9739 9662 1972,5382376891,M,Tüköry,3,3680740682,Young,N,0,0.0
1041,Dec,230011073,4,F,19.0504007,Fodor Alex,692076,1010,XL,étterem,64,47.5050979,3445,84796,140109,VISA,810000,2285 0266 2657 3193,5382376727,XXL,Tüköry,1,3680570312,Young,Y,2,0.0
1043,Dec,230011073,4,F,19.0504007,Fodor Alex,692076,1010,XL,étterem,64,47.5050979,3097,84796,140109,VISA,810000,2285 0266 2657 3193,5382376729,XXL,Tüköry,1,3680570312,Young,Y,2,0.0
1053,Dec,230011073,4,F,19.0504007,Fodor Alex,692076,1010,XL,étterem,64,47.5050979,9808,84796,140109,VISA,810000,2285 0266 2657 3193,5382376739,XXL,Tüköry,1,3680570312,Young,Y,2,0.0
2129,IncInc,230010812,3,F,19.0504007,Fazekas Miklós,187375,1010,S,étterem,74,47.5050979,5543,335153,42300,JCB,670000,3126 5766 1655 0063,5382377815,M,Tüköry,3,3680880199,NoTrans,Y,0,0.0
848,Dec,230011056,2,N,19.0504007,Máté Adél,612593,1010,L,étterem,73,47.5050979,3062,418,181068,VISA,400000,2137 4929 0549 8050,5382376534,XS,Tüköry,2,3680380067,NoTrans,Y,2,0.0
615,Dec,230010837,3,F,19.0504007,Bálint Patrik,251673,1010,NO,étterem,74,47.5050979,9006,648224,26442,MASTERCARD,100000,2091 8726 7768 4363,5382376301,L,Tüköry,3,3680827753,NoTrans,Y,0,0.0
771,IncInc,230010933,2,N,19.0504007,Márton Adrienn,31765,1010,NO,étterem,55,47.5050979,4272,246987,83559,AMEX,1000000,5863 8678 3453 5461,5382376457,M,Tüköry,3,3680226588,Young,N,0,0.0
774,IncInc,230010933,2,N,19.0504007,Márton Adrienn,31765,1010,NO,étterem,55,47.5050979,3608,246987,83559,AMEX,1000000,5863 8678 3453 5461,5382376460,M,Tüköry,3,3680226588,Young,N,0,0.0
2290,IncInc,230011053,4,N,19.0504007,Nagy Noémi,75621,1010,M,étterem,29,47.5050979,7291,8229,231391,DINERS,670000,1573 3800 5089 4176,5382377976,XL,Tüköry,3,3680539642,TransCredit,N,1,1.0
1373,Inact,230010767,3,F,19.0504007,Tóth Martin,947192,1010,XS,étterem,72,47.5050979,8714,665283,69388,JCB,490000,5751 2333 3275 6270,5382377059,XXL,Tüköry,3,3680779528,CreditAct,Y,1,0.0
392,IncInc,230010929,4,F,19.0504007,Virág Vilmos,115501,1010,NO,étterem,37,47.5050979,5876,255171,46101,AMEX,230000,5962 6104 1640 1013,5382376078,S,Tüköry,1,3680494802,Young,N,0,0.0
1085,IncInc,230011060,2,N,19.0504007,Németh Fruzsina,417268,1010,L,étterem,70,47.5050979,8293,84393,187058,JCB,1110000,0664 9280 5155 7879,5382376771,XL,Tüköry,1,3680400584,Pension,Y,3,1.0
1698,DecDec,230010895,4,N,19.0504007,Borbély Adél,1008454,1010,XS,étterem,47,47.5050979,9149,597727,319677,JCB,370000,6346 0340 0363 4839,5382377384,S,Tüköry,1,3680458235,TransCredit,Y,0,0.0
602,DecDec,230010895,4,N,19.0504007,Borbély Adél,1008454,1010,XS,étterem,47,47.5050979,9459,597727,319677,JCB,370000,6346 0340 0363 4839,5382376288,S,Tüköry,1,3680458235,TransCredit,Y,0,0.0
2065,DecDec,230010895,4,N,19.0504007,Borbély Adél,1008454,1010,XS,étterem,47,47.5050979,2062,597727,319677,AMEX,370000,4290 9338 7715 5732,5382377751,S,Tüköry,1,3680458235,TransCredit,Y,0,0.0
406,Inact,230010718,1,N,19.0504007,Gulyás Diána,199402,1010,S,étterem,75,47.5050979,3519,588005,96655,VISA,390000,5851 3888 6012 0079,5382376092,XS,Tüköry,3,3680835281,NoTrans,Y,1,0.0
233,Inc,230011025,1,F,19.0504007,Nemes Kevin,132477,1010,S,étterem,18,47.5050979,6531,259119,59143,JCB,110000,6094 0897 9183 9146,5382375919,S,Tüköry,3,3680447005,Young,N,0,0.0
266,IncInc,230010922,1,N,19.0504007,Pataki Réka,212571,1010,XS,étterem,20,47.5050979,7901,596467,199222,VISA,460000,0070 7322 4491 8490,5382375952,L,Tüköry,3,3680467424,Young,N,0,0.0
1840,DecDec,230011044,4,N,19.0504007,Mészáros Emese,555308,1010,M,étterem,68,47.5050979,3404,150293,112115,JCB,290000,5332 3689 0066 4162,5382377526,M,Tüköry,3,3680272436,CreditAct,Y,2,0.0
1841,DecDec,230011044,4,N,19.0504007,Mészáros Emese,555308,1010,M,étterem,68,47.5050979,5749,150293,112115,JCB,290000,5332 3689 0066 4162,5382377527,M,Tüköry,3,3680272436,CreditAct,Y,2,0.0
1980,Stab,230010815,2,N,19.0504007,Mészáros Zoé,494786,1010,XS,étterem,21,47.5050979,7481,228166,282680,VISA,1060000,7412 9725 7165 5007,5382377666,XS,Tüköry,2,3680593007,Pension,Y,1,0.0
1105,Stab,230010815,2,N,19.0504007,Mészáros Zoé,494786,1010,XS,étterem,21,47.5050979,2963,228166,282680,VISA,1060000,7412 9725 7165 5007,5382376791,XS,Tüköry,2,3680593007,Pension,Y,1,0.0
1113,Stab,230010815,2,N,19.0504007,Mészáros Zoé,494786,1010,XS,étterem,21,47.5050979,6593,228166,282680,VISA,1060000,7412 9725 7165 5007,5382376799,XS,Tüköry,2,3680593007,Pension,Y,1,0.0
2190,Stab,230010815,2,N,19.0504007,Mészáros Zoé,494786,1010,XS,étterem,21,47.5050979,3182,228166,282680,AMEX,1060000,4820 5177 1365 3539,5382377876,XS,Tüköry,2,3680593007,Pension,Y,1,0.0
1330,IncInc,230011098,1,F,19.0504007,Faragó Dávid,933194,1010,XL,étterem,60,47.5050979,4587,71394,96672,MAESTRO,270000,1309 6675 2169 7123,5382377016,L,Tüköry,2,3680876285,Young,Y,1,0.0
1404,Dec,230010849,5,F,19.0504007,Balázs Róbert,654609,1010,S,étterem,59,47.5050979,2038,668266,26583,JCB,280000,7567 8081 2071 2317,5382377090,XXL,Tüköry,3,3680712062,NoTrans,Y,1,0.0
1752,Stab,230010846,3,N,19.0504007,Halász Dorottya,116263,1010,NO,étterem,68,47.5050979,7657,648864,211982,MASTERCARD,230000,0545 1688 8943 9243,5382377438,L,Tüköry,1,3680689126,CreditAct,N,0,0.0
809,DecDec,230010901,4,N,19.0504007,Lukács Kinga,965850,1010,XS,étterem,50,47.5050979,2491,701002,108633,JCB,410000,5919 8087 0381 2885,5382376495,XL,Tüköry,3,3680421859,Young,N,0,0.0
814,DecDec,230010901,4,N,19.0504007,Lukács Kinga,965850,1010,XS,étterem,50,47.5050979,3365,701002,108633,JCB,410000,5919 8087 0381 2885,5382376500,XL,Tüköry,3,3680421859,Young,N,0,0.0
1537,Inc,230010714,1,F,19.0504007,Bakos Gergely,843260,1010,NO,étterem,59,47.5050979,2739,613197,139138,AMEX,480000,5949 4214 2437 4750,5382377223,XXL,Tüköry,1,3680882556,Pension,N,0,0.0
1637,Inc,230010729,1,F,19.0504007,Kiss József,45310,1010,NO,étterem,56,47.5050979,2566,405792,181635,JCB,750000,8698 2282 9506 8500,5382377323,L,Tüköry,1,3680430408,Young,Y,1,0.0
2047,Inc,230010948,3,F,19.0504007,Lukács Patrik,352804,1010,XS,étterem,52,47.5050979,8470,404388,54013,DINERS,230000,8824 8790 1125 3726,5382377733,XS,Tüköry,2,3680770337,TransCredit,N,0,0.0
2063,Stab,230011101,5,F,19.0504007,Farkas István,942771,1010,XL,étterem,51,47.5050979,5421,271457,208799,MAESTRO,1140000,5597 2555 0392 6973,5382377749,M,Tüköry,1,3680241681,TransCredit,N,2,0.0
2242,IncInc,230010955,5,N,19.0504007,Fábián Viktória,290407,1010,XS,étterem,24,47.5050979,3357,453649,235214,VISA,560000,7037 2364 3446 9663,5382377928,XXL,Tüköry,2,3680223335,Young,Y,1,0.0
1850,Inact,230010896,1,F,19.0504007,Sándor Erik,874050,1010,S,étterem,37,47.5050979,6955,377058,167236,MAESTRO,350000,4566 9341 8422 7531,5382377536,XL,Tüköry,1,3680857174,Pension,N,0,0.0
687,Stab,230010832,3,F,19.0504007,Hegedűs András,458801,1010,XS,étterem,35,47.5050979,3656,320235,256701,MAESTRO,560000,9583 6637 6297 4448,5382376373,XXL,Tüköry,3,3680777550,TransCredit,N,1,0.0
1219,Dec,230011088,4,F,19.0504007,Orosz Noel,298560,1010,L,étterem,38,47.5050979,4576,99352,54702,DINERS,700000,3791 9448 3982 0933,5382376905,XS,Tüköry,3,3680504147,CreditAct,N,2,1.0
1631,Stab,230011089,1,N,19.0504007,Nagy Fruzsina,831430,1010,L,étterem,68,47.5050979,9071,12242,101114,MASTERCARD,110000,1563 7833 1810 4812,5382377317,XS,Tüköry,2,3680844089,Pension,N,2,0.0
124,DecDec,230010939,2,F,19.0504007,Orosz Richárd,218197,1010,NO,étterem,75,47.5050979,2972,286027,303660,MASTERCARD,150000,0681 4468 0574 4693,5382375810,S,Tüköry,1,3680578226,CreditAct,Y,0,0.0
127,DecDec,230010939,2,F,19.0504007,Orosz Richárd,218197,1010,NO,étterem,75,47.5050979,3394,286027,303660,MASTERCARD,150000,0681 4468 0574 4693,5382375813,S,Tüköry,1,3680578226,CreditAct,Y,0,0.0
1820,IncInc,230011079,1,F,19.0504007,Váradi Botond,320992,1010,XL,étterem,35,47.5050979,4562,79485,188886,MAESTRO,570000,9666 5942 0933 3665,5382377506,XXL,Tüköry,1,3680580145,Young,Y,2,0.0
1002,Stab,230011043,2,N,19.0504007,Pintér Lara,680394,1010,XL,étterem,43,47.5050979,8245,133666,136745,AMEX,1130000,0385 8912 8835 2574,5382376688,XS,Tüköry,2,3680102009,Pension,N,2,0.0
377,Stab,230011038,1,N,19.0504007,Lengyel Rebeka,570083,1010,XL,étterem,75,47.5050979,9690,160177,275301,MASTERCARD,390000,7626 2650 8426 3190,5382376063,S,Tüköry,1,3680609293,Pension,N,2,0.0
1450,Inc,230010766,2,F,19.0504007,Faragó Marcell,674567,1010,S,étterem,54,47.5050979,3275,420499,230488,MAESTRO,110000,3569 5339 6547 5763,5382377136,XS,Tüköry,3,3680610096,Young,N,0,0.0
780,Inc,230010766,2,F,19.0504007,Faragó Marcell,674567,1010,S,étterem,54,47.5050979,6074,420499,230488,MAESTRO,110000,3569 5339 6547 5763,5382376466,XS,Tüköry,3,3680610096,Young,N,0,0.0
3,Inc,230010871,5,F,19.0504007,Hegedűs Márk,844516,1010,S,étterem,35,47.5050979,5916,692734,211175,DINERS,190000,7783 5805 5010 9334,5382375689,XXL,Tüköry,2,3680123046,Pension,Y,0,0.0
1167,DecDec,230010823,2,F,19.0504007,Halász Gábor,631262,1010,S,étterem,64,47.5050979,8212,354417,244908,AMEX,1160000,2295 7049 2043 7972,5382376853,M,Tüköry,2,3680820585,CreditAct,N,1,0.0
339,Inact,230010940,1,N,19.0504007,Orbán Diána,382381,1010,NO,étterem,73,47.5050979,3547,490705,89237,JCB,700000,7210 1913 9727 2697,5382376025,L,Tüköry,1,3680740236,NoTrans,N,1,0.0
67,DecDec,230010970,3,N,19.0504007,Somogyi Adél,586850,1010,XS,étterem,57,47.5050979,4280,404791,268832,VISA,700000,8848 8862 9251 5230,5382375753,XS,Tüköry,1,3680743413,NoTrans,Y,0,0.0
2026,Inact,230010749,1,F,19.0504007,Bognár Dávid,24686,1010,XS,étterem,69,47.5050979,5398,88228,63762,MAESTRO,660000,1334 2742 9097 8387,5382377712,XL,Tüköry,3,3680763417,Young,N,1,0.0
239,IncInc,230010742,2,F,19.0504007,Váradi István,402006,1010,NO,étterem,69,47.5050979,7248,278690,269935,MASTERCARD,980000,4454 0711 4615 7445,5382375925,S,Tüköry,2,3680188467,NoTrans,N,1,0.0
240,IncInc,230010742,2,F,19.0504007,Váradi István,402006,1010,NO,étterem,69,47.5050979,6939,278690,269935,MASTERCARD,980000,4454 0711 4615 7445,5382375926,S,Tüköry,2,3680188467,NoTrans,N,1,0.0
1152,DecDec,230010900,1,F,19.0504007,Antal Csanád,231003,1010,NO,étterem,63,47.5050979,6622,515274,84448,MAESTRO,430000,1513 1417 9635 7541,5382376838,M,Tüköry,3,3680508694,NoTrans,N,1,0.0
2234,DecDec,230010900,1,F,19.0504007,Antal Csanád,231003,1010,NO,étterem,63,47.5050979,8431,515274,84448,VISA,430000,4254 1535 3735 8741,5382377920,M,Tüköry,3,3680508694,NoTrans,N,1,0.0
2157,Dec,230010908,2,N,19.0504007,Fülöp Kitti,463205,1010,XS,étterem,64,47.5050979,5067,377837,135852,JCB,330000,1016 2137 0848 7703,5382377843,S,Tüköry,3,3680836628,Pension,N,1,0.0
1271,Dec,230010908,2,N,19.0504007,Fülöp Kitti,463205,1010,XS,étterem,64,47.5050979,2447,377837,135852,JCB,330000,1016 2137 0848 7703,5382376957,S,Tüköry,3,3680836628,Pension,N,1,0.0
1570,Stab,230010888,1,N,19.0504007,Fodor Liza,537697,1010,S,étterem,63,47.5050979,4310,401477,156436,VISA,160000,1952 8412 3275 0378,5382377256,XXL,Tüköry,2,3680734012,CreditAct,N,0,0.0
69,Inc,230011021,1,F,19.0504007,Nagy Balázs,644353,1010,S,étterem,73,47.5050979,2289,264354,117770,AMEX,850000,1778 3425 5474 0907,5382375755,S,Tüköry,3,3680397420,NoTrans,N,1,0.0
77,Inc,230011021,1,F,19.0504007,Nagy Balázs,644353,1010,S,étterem,73,47.5050979,2582,264354,117770,AMEX,850000,1778 3425 5474 0907,5382375763,S,Tüköry,3,3680397420,NoTrans,N,1,0.0
962,Inact,230010772,5,F,19.0504007,Halász Levente,497115,1010,XS,étterem,24,47.5050979,4728,733273,220639,MAESTRO,200000,8559 4667 3525 7496,5382376648,XXL,Tüköry,3,3680461931,Pension,Y,1,0.0
1764,Inact,230010905,5,N,19.0504007,Fábián Kinga,99755,1010,NO,étterem,75,47.5050979,9016,158989,75576,JCB,110000,5624 9542 5359 2510,5382377450,XXL,Tüköry,3,3680536502,NoTrans,Y,0,0.0
523,Inc,230010787,5,N,19.0504007,Szekeres Mira,620225,1010,S,étterem,32,47.5050979,2894,492373,19532,DINERS,820000,6959 0310 8670 5663,5382376209,XL,Tüköry,2,3680740817,Pension,N,1,0.0
2251,Inact,230010874,1,F,19.0504007,Dudás Ármin,652645,1010,NO,étterem,66,47.5050979,8016,689063,75679,MAESTRO,560000,0177 4322 1880 0335,5382377937,S,Tüköry,2,3680499008,CreditAct,Y,1,0.0
598,IncInc,230011083,4,N,19.0504007,Fülöp Lara,188225,1010,L,étterem,72,47.5050979,6299,20039,98750,MASTERCARD,1040000,1793 2762 8266 2211,5382376284,S,Tüköry,1,3680128216,TransCredit,N,1,1.0
326,IncInc,230011083,4,N,19.0504007,Fülöp Lara,188225,1010,L,étterem,72,47.5050979,2048,20039,98750,MASTERCARD,1040000,1793 2762 8266 2211,5382376012,S,Tüköry,1,3680128216,TransCredit,N,1,0.0
1712,IncInc,230011010,5,N,19.0504007,Bogdán Jázmin,611539,1010,NO,étterem,54,47.5050979,7288,348426,151035,DINERS,540000,6342 9061 0126 0463,5382377398,XXL,Tüköry,3,3680330766,Young,N,1,0.0
13,Dec,230010918,3,F,19.0504007,Lakatos István,525210,1010,NO,étterem,43,47.5050979,6365,511666,33611,VISA,610000,0987 1263 5892 5015,5382375699,XL,Tüköry,3,3680599017,Young,Y,1,0.0
206,DecDec,230011076,1,F,19.0504007,Virág Botond,793265,1010,L,étterem,38,47.5050979,4408,257045,215309,VISA,1050000,6946 8829 7386 4592,5382375892,XS,Tüköry,1,3680151436,CreditAct,Y,2,0.0
1004,Inc,230010758,3,F,19.0504007,Kis Vilmos,442596,1010,NO,étterem,71,47.5050979,6354,733888,212687,DINERS,810000,1146 2547 8475 9817,5382376690,L,Tüköry,2,3680230536,Pension,N,0,0.0
1944,Inc,230010784,5,F,19.0504007,Veres Zsolt,794611,1010,S,étterem,36,47.5050979,7022,589512,316904,AMEX,710000,6418 5919 6915 0550,5382377630,L,Tüköry,3,3680803731,Young,Y,0,0.0
2231,DecDec,230010821,4,F,19.0504007,Orosz Imre,1015404,1010,NO,étterem,67,47.5050979,2097,755748,34215,AMEX,1140000,2636 1539 9419 7292,5382377917,M,Tüköry,3,3680285445,TransCredit,N,1,0.0
2070,Inact,230011092,2,F,19.0504007,Takács Mátyás,843104,1010,L,étterem,73,47.5050979,2024,31755,152100,VISA,970000,3933 5653 6214 4136,5382377756,XS,Tüköry,1,3680101950,CreditAct,N,1,0.0
428,Dec,230010972,4,N,19.0504007,Fehér Luca,812009,1010,NO,étterem,74,47.5050979,6910,390386,232412,MAESTRO,1030000,0481 9318 4788 1534,5382376114,M,Tüköry,1,3680210476,Pension,N,1,0.0
2304,IncInc,230010737,5,N,19.0504007,Hegedüs Zselyke,920965,1010,XS,étterem,35,47.5050979,7093,435686,41626,VISA,460000,8416 0770 4039 5066,5382377990,M,Tüköry,2,3680546576,CreditAct,N,0,0.0
2286,Dec,230010830,2,N,19.0504007,Simon Mira,248071,1010,XS,étterem,71,47.5050979,8351,263786,97046,DINERS,980000,4376 1611 5685 3730,5382377972,L,Tüköry,2,3680277046,TransCredit,N,0,0.0
2287,Dec,230010830,2,N,19.0504007,Simon Mira,248071,1010,XS,étterem,71,47.5050979,5534,263786,97046,DINERS,980000,4376 1611 5685 3730,5382377973,L,Tüköry,2,3680277046,TransCredit,N,0,0.0
57,IncInc,230010864,5,F,19.0504007,Fábián Zsombor,588055,1010,XS,étterem,63,47.5050979,4230,708966,284353,MAESTRO,950000,8119 3964 5750 1072,5382375743,XS,Tüköry,1,3680570653,TransCredit,Y,0,0.0
370,Inact,230011046,5,N,19.0504007,Balla Sára,122379,1010,M,étterem,20,47.5050979,9445,19350,137703,DINERS,100000,0733 1974 0771 6710,5382376056,L,Tüköry,2,3680219975,Pension,Y,2,1.0
1340,Inc,230011014,2,F,19.0504007,Budai Kristóf,231596,1010,NO,étterem,71,47.5050979,7149,169134,285511,JCB,1170000,0275 6629 2314 6539,5382377026,S,Tüköry,3,3680445688,TransCredit,N,1,0.0
287,Stab,230010734,4,F,19.0504007,Soós Ármin,530597,1010,NO,étterem,56,47.5050979,3074,693041,221771,MASTERCARD,1100000,6312 5554 7982 2609,5382375973,XL,Tüköry,3,3680793769,NoTrans,Y,0,0.0
1060,Stab,230010835,1,F,19.0504007,Pataki Bence,338972,1010,XS,étterem,43,47.5050979,8552,366296,274154,MASTERCARD,720000,8222 9991 6613 8944,5382376746,XL,Tüköry,3,3680410581,Young,N,1,0.0
825,Dec,230010912,3,F,19.0504007,Szőke Martin,248160,1010,NO,étterem,35,47.5050979,8808,650818,67566,DINERS,160000,9813 3571 6789 1540,5382376511,XL,Tüköry,2,3680136666,NoTrans,Y,0,0.0
1123,Dec,230010979,2,N,19.0504007,Gáspár Dorina,401825,1010,XS,étterem,76,47.5050979,4809,209554,221359,MAESTRO,700000,0459 8454 1997 0773,5382376809,XS,Tüköry,1,3680400434,NoTrans,Y,1,0.0
2282,Inact,230010707,4,F,19.0504007,Barta Viktor,480427,1010,S,étterem,28,47.5050979,2202,542413,129136,MAESTRO,150000,2247 8084 1902 8390,5382377968,XS,Tüköry,1,3680868914,Pension,N,0,0.0
1170,Stab,230010976,2,F,19.0504007,Váradi Márk,945838,1010,S,étterem,75,47.5050979,4243,716527,111687,DINERS,240000,0209 0293 6710 3844,5382376856,XL,Tüköry,1,3680641718,TransCredit,N,1,0.0
1174,Stab,230010976,2,F,19.0504007,Váradi Márk,945838,1010,S,étterem,75,47.5050979,9387,716527,111687,DINERS,240000,0209 0293 6710 3844,5382376860,XL,Tüköry,1,3680641718,TransCredit,N,1,0.0
828,Inc,230010786,3,F,19.0621811,Székely Soma,336746,1060,S,szórakozás,76,47.5031823,7466,220812,292842,DINERS,950000,2535 6877 7636 9206,5382376514,M,ZAK,1,3680554892,CreditAct,N,1,0.0
1778,IncInc,230010995,1,F,19.0621811,Borbély Vince,321466,1060,S,szórakozás,22,47.5031823,7247,278104,160518,DINERS,1130000,1102 5539 2372 5628,5382377464,XL,ZAK,1,3680429023,Young,Y,1,0.0
2266,Stab,230011000,3,F,19.0621811,Kerekes Alex,1008108,1060,XS,szórakozás,55,47.5031823,1710,728609,110827,AMEX,1020000,1485 0430 6715 7279,5382377952,XS,ZAK,2,3680120842,NoTrans,Y,0,0.0
1502,Dec,230010731,1,N,19.0621811,Máté Luca,204703,1060,S,szórakozás,69,47.5031823,1714,452205,42106,MAESTRO,870000,3174 6039 8839 7470,5382377188,L,ZAK,3,3680653425,TransCredit,Y,0,0.0
1508,Inc,230010751,4,F,19.0621811,Katona Soma,330487,1060,S,szórakozás,61,47.5031823,1017,602628,300012,MAESTRO,290000,9252 1841 8251 7437,5382377194,S,ZAK,1,3680518934,NoTrans,Y,1,0.0
2079,Inc,230010751,4,F,19.0621811,Katona Soma,330487,1060,S,szórakozás,61,47.5031823,4062,602628,300012,MAESTRO,290000,3846 4310 7462 3038,5382377765,S,ZAK,1,3680518934,NoTrans,Y,1,0.0
1491,Inact,230011067,3,F,19.0621811,Bálint Ádám,707487,1060,XL,szórakozás,42,47.5031823,5787,148432,194143,DINERS,1010000,9929 0783 3602 0808,5382377177,XS,ZAK,2,3680672314,Young,Y,2,0.0
1492,Inact,230011067,3,F,19.0621811,Bálint Ádám,707487,1060,XL,szórakozás,42,47.5031823,7170,148432,194143,DINERS,1010000,9929 0783 3602 0808,5382377178,XS,ZAK,2,3680672314,Young,Y,2,0.0
1493,Inact,230011067,3,F,19.0621811,Bálint Ádám,707487,1060,XL,szórakozás,42,47.5031823,1289,148432,194143,DINERS,1010000,9929 0783 3602 0808,5382377179,XS,ZAK,2,3680672314,Young,Y,2,0.0
1738,Inact,230010842,2,F,19.0621811,Veres János,569665,1060,XS,szórakozás,75,47.5031823,1922,423154,98781,MAESTRO,860000,2305 4242 1587 5041,5382377424,XXL,ZAK,3,3680297434,Young,Y,1,0.0
1742,Inact,230010842,2,F,19.0621811,Veres János,569665,1060,XS,szórakozás,75,47.5031823,7501,423154,98781,MAESTRO,860000,2305 4242 1587 5041,5382377428,XXL,ZAK,3,3680297434,Young,Y,1,0.0
726,Inc,230011093,4,F,19.0621811,Fehér Dávid,375191,1060,M,szórakozás,30,47.5031823,4096,62940,199471,MASTERCARD,910000,7415 2069 2941 6678,5382376412,XXL,ZAK,3,3680216164,TransCredit,Y,3,0.0
659,Inc,230011103,2,N,19.0621811,Orsós Alíz,299496,1060,M,szórakozás,20,47.5031823,7951,67209,58049,JCB,380000,8988 8878 4206 7564,5382376345,S,ZAK,2,3680494786,Pension,Y,2,0.0
667,Inc,230011103,2,N,19.0621811,Orsós Alíz,299496,1060,M,szórakozás,20,47.5031823,6875,67209,58049,JCB,380000,8988 8878 4206 7564,5382376353,S,ZAK,2,3680494786,Pension,Y,2,0.0
1203,DecDec,230010819,5,N,19.0621811,Balla Petra,625113,1060,NO,szórakozás,31,47.5031823,5693,674724,259901,DINERS,530000,3670 9739 9662 1972,5382376889,M,ZAK,3,3680740682,Young,N,0,0.0
2035,Dec,230011073,4,F,19.0621811,Fodor Alex,692076,1060,XL,szórakozás,64,47.5031823,7596,84796,140109,DINERS,810000,3916 0706 6664 4439,5382377721,XXL,ZAK,1,3680570312,Young,Y,2,1.0
565,Dec,230011073,4,F,19.0621811,Fodor Alex,692076,1060,XL,szórakozás,64,47.5031823,3354,84796,140109,DINERS,810000,3916 0706 6664 4439,5382376251,XXL,ZAK,1,3680570312,Young,Y,2,0.0
1291,Dec,230011056,2,N,19.0621811,Máté Adél,612593,1060,L,szórakozás,73,47.5031823,6414,418,181068,VISA,400000,6826 1746 2821 5709,5382376977,XS,ZAK,2,3680380067,NoTrans,Y,2,0.0
1953,Dec,230011056,2,N,19.0621811,Máté Adél,612593,1060,L,szórakozás,73,47.5031823,4536,418,181068,VISA,400000,2137 4929 0549 8050,5382377639,XS,ZAK,2,3680380067,NoTrans,Y,2,1.0
775,IncInc,230010933,2,N,19.0621811,Márton Adrienn,31765,1060,NO,szórakozás,55,47.5031823,4938,246987,83559,AMEX,1000000,5863 8678 3453 5461,5382376461,M,ZAK,3,3680226588,Young,N,0,0.0
1924,Inc,230010788,1,F,19.0621811,Katona Benedek,243901,1060,NO,szórakozás,38,47.5031823,2846,581048,176753,AMEX,720000,7839 5456 1318 1890,5382377610,L,ZAK,1,3680420503,Pension,Y,1,0.0
1786,Stab,230010990,5,F,19.0621811,Kiss Bálint,799170,1060,XS,szórakozás,24,47.5031823,1059,651875,83755,JCB,560000,6302 0544 3691 1873,5382377472,L,ZAK,3,3680871635,TransCredit,N,1,0.0
626,IncInc,230011053,4,N,19.0621811,Nagy Noémi,75621,1060,M,szórakozás,29,47.5031823,1998,8229,231391,DINERS,670000,1573 3800 5089 4176,5382376312,XL,ZAK,3,3680539642,TransCredit,N,1,1.0
628,IncInc,230011053,4,N,19.0621811,Nagy Noémi,75621,1060,M,szórakozás,29,47.5031823,5408,8229,231391,DINERS,670000,1573 3800 5089 4176,5382376314,XL,ZAK,3,3680539642,TransCredit,N,1,0.0
1372,Inact,230010767,3,F,19.0621811,Tóth Martin,947192,1060,XS,szórakozás,72,47.5031823,5616,665283,69388,JCB,490000,5751 2333 3275 6270,5382377058,XXL,ZAK,3,3680779528,CreditAct,Y,1,0.0
229,Inact,230010741,3,F,19.0621811,Pásztor Dániel,960566,1060,NO,szórakozás,64,47.5031823,1054,546655,315304,MASTERCARD,950000,6599 8645 7418 0451,5382375915,S,ZAK,2,3680369814,Young,Y,0,0.0
